Name                                              	ID                  	Nametype                 	Recclass                 	Mass                	Fall                	Year                	Reclat              	Reclong             	Geolocation                   	State               	Countries                     
Henbury                                           	11872               	Valid                    	"Iron, IIIAB"            	2000000.0           	Found               	1931                	-24.56667           	133.16667           	"(-24.56667, 133.16667)"      	                    	                              
Hermitage Plains                                  	11877               	Valid                    	L6                       	32000.0             	Found               	1909                	-31.73333           	146.4               	"(-31.73333, 146.4)"          	                    	                              
Hex River Mountains                               	11880               	Valid                    	"Iron, IIAB"             	60000.0             	Found               	1882                	-33.31667           	19.61667            	"(-33.31667, 19.61667)"       	                    	                              
Hinojal                                           	11887               	Valid                    	L6                       	50000.0             	Found               	1927                	-32.36667           	-60.15              	"(-32.36667, -60.15)"         	                    	                              
Hoba                                              	11890               	Valid                    	"Iron, IVB"              	60000000.0          	Found               	1920                	-19.58333           	17.91667            	"(-19.58333, 17.91667)"       	                    	                              
Horh Uul                                          	11909               	Valid                    	"Iron, IIIAB"            	44000.0             	Found               	2001                	43.25               	104.16667           	"(43.25, 104.16667)"          	                    	                              
Huckitta                                          	11922               	Valid                    	"Pallasite, PMG-an"      	2300000.0           	Found               	1924                	-22.36667           	135.76667           	"(-22.36667, 135.76667)"      	                    	                              
Hugoton                                           	11984               	Valid                    	H5                       	350000.0            	Found               	1927                	37.2                	-101.35             	"(37.2, -101.35)"             	17                  	337                           
Huizopa                                           	11985               	Valid                    	"Iron, IVA"              	140000.0            	Found               	1907                	28.9                	-108.56667          	"(28.9, -108.56667)"          	                    	                              
Hunter                                            	11987               	Valid                    	LL5                      	74600.0             	Found               	1962                	36.56               	-97.66667           	"(36.56, -97.66667)"          	20                  	2720                          
Ider                                              	11999               	Valid                    	"Iron, IIIAB"            	140000.0            	Found               	1957                	34.68333            	-85.65              	"(34.68333, -85.65)"          	29                  	1543                          
Ilimaes (iron)                                    	12022               	Valid                    	"Iron, IIIAB"            	51700.0             	Found               	1870                	-26                 	-70                 	"(-26.0, -70.0)"              	                    	                              
Imilac                                            	12025               	Valid                    	"Pallasite, PMG"         	920000.0            	Found               	1822                	-24.20333           	-68.80667           	"(-24.20333, -68.80667)"      	                    	                              
Ingella Station                                   	12034               	Valid                    	H5                       	50000.0             	Found               	1987                	-25.55              	142.78333           	"(-25.55, 142.78333)"         	                    	                              
Ioka                                              	12040               	Valid                    	L3.5                     	31500.0             	Found               	1931                	40.25               	-110.08333          	"(40.25, -110.08333)"         	13                  	2989                          
Iron Creek                                        	12047               	Valid                    	"Iron, IIIAB"            	175000.0            	Found               	1869                	53                  	-112                	"(53.0, -112.0)"              	                    	                              
Isoulane-n-Amahar                                 	12052               	Valid                    	L6                       	72000.0             	Found               	1945                	27.12917            	8.66722             	"(27.12917, 8.66722)"         	                    	                              
Itapuranga                                        	12057               	Valid                    	"Iron, IAB-MG"           	628000.0            	Found               	None                	-15.58333           	-50.15              	"(-15.58333, -50.15)"         	                    	                              
Ivanpah                                           	12062               	Valid                    	"Iron, IIIAB"            	58000.0             	Found               	1880                	35.33333            	-115.31667          	"(35.33333, -115.31667)"      	8                   	78                            
Jalu                                              	12070               	Valid                    	L6                       	150000.0            	Found               	2000                	27.95833            	21.68333            	"(27.95833, 21.68333)"        	                    	                              
Jenkins                                           	12080               	Valid                    	"Iron, IAB-MG"           	55400.0             	Found               	1946                	36.82444            	-93.76111           	"(36.82444, -93.76111)"       	18                  	2649                          
Jepara                                            	53840               	Valid                    	"Pallasite, PMG"         	499500.0            	Found               	2008                	-6.6                	110.73333           	"(-6.6, 110.73333)"           	                    	                              
Jerslev                                           	12084               	Valid                    	"Iron, IIAB"             	40000.0             	Found               	1976                	55.608833           	11.229167           	"(55.608833, 11.229167)"      	                    	                              
Jiddat al Harasis 055                             	12119               	Valid                    	L4-5                     	200000.0            	Found               	2004                	19.65167            	55.69               	"(19.65167, 55.69)"           	                    	                              
Jiddat al Harasis 073                             	12135               	Valid                    	L6                       	550000.0            	Found               	2002                	19.7                	55.73333            	"(19.7, 55.73333)"            	                    	                              
Jiddat al Harasis 090                             	12149               	Valid                    	L5                       	92667.6             	Found               	2002                	19.71678            	56.6062             	"(19.71678, 56.6062)"         	                    	                              
Jiddat al Harasis 091                             	12150               	Valid                    	L5                       	123374.0            	Found               	2002                	19.69362            	56.65432            	"(19.69362, 56.65432)"        	                    	                              
Jiddat al Harasis 203                             	45839               	Valid                    	Mesosiderite-C2          	46200.0             	Found               	2002                	19.983              	56.41368            	"(19.983, 56.41368)"          	                    	                              
Jiddat al Harasis 230                             	35549               	Valid                    	L5                       	77000.0             	Found               	2005                	19.7127             	56.58277            	"(19.7127, 56.58277)"         	                    	                              
Jiddat al Harasis 342                             	45866               	Valid                    	L5                       	49750.0             	Found               	2006                	19.71458            	56.54755            	"(19.71458, 56.54755)"        	                    	                              
Jiddat al Harasis 406                             	48557               	Valid                    	L6                       	33000.0             	Found               	2006                	19.53268            	56.87225            	"(19.53268, 56.87225)"        	                    	                              
Joe Wright Mountain                               	12174               	Valid                    	"Iron, IIIAB"            	42600.0             	Found               	1884                	35.76667            	-91.5               	"(35.76667, -91.5)"           	15                  	1026                          
Juanita de Angeles                                	12204               	Valid                    	H5                       	85000.0             	Found               	1992                	28.41667            	-105.08333          	"(28.41667, -105.08333)"      	                    	                              
Julesburg                                         	12208               	Valid                    	L3.6                     	57900.0             	Found               	1983                	39.975              	-102.26667          	"(39.975, -102.26667)"        	9                   	1073                          
Juncal                                            	12211               	Valid                    	"Iron, IIIAB"            	104000.0            	Found               	1866                	-26                 	-69.25              	"(-26.0, -69.25)"             	                    	                              
Kansas City (1903)                                	12248               	Valid                    	H5                       	36000.0             	Found               	1903                	39.1                	-94.63333           	"(39.1, -94.63333)"           	17                  	232                           
Karavannoe                                        	56567               	Valid                    	"Pallasite, PES"         	132000.0            	Found               	None                	57.78117            	47.67967            	"(57.78117, 47.67967)"        	                    	                              
Karee Kloof                                       	12259               	Valid                    	"Iron, IAB-sLL"          	92100.0             	Found               	1914                	-31.6               	25.8                	"(-31.6, 25.8)"               	                    	                              
Kelly                                             	12273               	Valid                    	LL4                      	44300.0             	Found               	1937                	40.46667            	-103.03333          	"(40.46667, -103.03333)"      	9                   	1014                          
Kenton County                                     	12280               	Valid                    	"Iron, IIIAB"            	194000.0            	Found               	1889                	38.81667            	-84.6               	"(38.81667, -84.6)"           	36                  	1329                          
Keyes                                             	12287               	Valid                    	L6                       	142000.0            	Found               	1939                	36.71667            	-102.5              	"(36.71667, -102.5)"          	20                  	2713                          
Kimble County                                     	12311               	Valid                    	H6                       	153800.0            	Found               	1918                	30.41667            	-99.4               	"(30.41667, -99.4)"           	23                  	2083                          
Knowles                                           	12334               	Valid                    	"Iron, IIIAB"            	161000.0            	Found               	1903                	36.9                	-100.21667          	"(36.9, -100.21667)"          	20                  	2670                          
Kokstad                                           	12341               	Valid                    	"Iron, IIIE"             	341000.0            	Found               	1884                	-30.55              	29.41667            	"(-30.55, 29.41667)"          	                    	                              
Korra Korrabes                                    	12347               	Valid                    	H3                       	140000.0            	Found               	1996                	-25.2               	18.08333            	"(-25.2, 18.08333)"           	                    	                              
Kouga Mountains                                   	12352               	Valid                    	"Iron, IIIAB"            	1173000.0           	Found               	1903                	-33.61667           	24                  	"(-33.61667, 24.0)"           	                    	                              
Krasnojarsk                                       	12356               	Valid                    	"Pallasite, PMG-an"      	700000.0            	Found               	1749                	54.9                	91.8                	"(54.9, 91.8)"                	                    	                              
Kulnine                                           	12372               	Valid                    	L6                       	55300.0             	Found               	1886                	-34.15              	141.78333           	"(-34.15, 141.78333)"         	                    	                              
Kumerina                                          	12375               	Valid                    	"Iron, IIC"              	53500.0             	Found               	1937                	-24.91667           	119.41667           	"(-24.91667, 119.41667)"      	                    	                              
Kyancutta                                         	12386               	Valid                    	"Iron, IIIAB"            	32700.0             	Found               	1932                	-33.28333           	136                 	"(-33.28333, 136.0)"          	                    	                              
La Caille                                         	12393               	Valid                    	"Iron, ungrouped"        	626000.0            	Found               	1828                	43.73333            	6.78333             	"(43.73333, 6.78333)"         	                    	                              
La Grange                                         	12399               	Valid                    	"Iron, IVA"              	50800.0             	Found               	1860                	38.4                	-85.36667           	"(38.4, -85.36667)"           	36                  	1476                          
Ladder Creek                                      	12410               	Valid                    	L6                       	35100.0             	Found               	1937                	38.61667            	-101.63333          	"(38.61667, -101.63333)"      	17                  	1951                          
Laguna Manantiales                                	12413               	Valid                    	Iron                     	92000.0             	Found               	1945                	-48.58333           	-67.41667           	"(-48.58333, -67.41667)"      	                    	                              
Lahmada 009                                       	12422               	Valid                    	H3-6                     	70000.0             	Found               	1999                	27.16667            	-9.5                	"(27.16667, -9.5)"            	                    	                              
Lake Murray                                       	12446               	Valid                    	"Iron, IIAB"             	270000.0            	Found               	1933                	34.1                	-97                 	"(34.1, -97.0)"               	20                  	604                           
Lakewood                                          	12450               	Valid                    	L6                       	46500.0             	Found               	1955                	32.62972            	-104.35             	"(32.62972, -104.35)"         	11                  	611                           
Lamont                                            	12453               	Valid                    	Mesosiderite             	38690.0             	Found               	1940                	38.07778            	-96.02639           	"(38.07778, -96.02639)"       	17                  	319                           
Landes                                            	12457               	Valid                    	"Iron, IAB-MG"           	69800.0             	Found               	1930                	38.9                	-79.18333           	"(38.9, -79.18333)"           	42                  	2804                          
Lenarto                                           	12763               	Valid                    	"Iron, IIIAB"            	108500.0            	Found               	1814                	49                  	21                  	"(49.0, 21.0)"                	                    	                              
Lewis Cliff 85320                                 	12790               	Valid                    	H5                       	110224.0            	Found               	1985                	-84.26223           	161.41628           	"(-84.26223, 161.41628)"      	                    	                              
Liangcheng                                        	14645               	Valid                    	"Iron, IIIAB"            	200000.0            	Found               	1959                	40.5                	112.5               	"(40.5, 112.5)"               	                    	                              
Linwood                                           	14657               	Valid                    	"Iron, IAB-MG"           	46000.0             	Found               	1940                	41.43333            	-96.96667           	"(41.43333, -96.96667)"       	19                  	2196                          
Lixian                                            	56075               	Valid                    	"Iron, IIAB"             	43000.0             	Found               	2005                	29.85167            	111.59833           	"(29.85167, 111.59833)"       	                    	                              
Long Island                                       	14694               	Valid                    	L6                       	564000.0            	Found               	1891                	39.93333            	-99.6               	"(39.93333, -99.6)"           	17                  	1255                          
Longchang                                         	14695               	Valid                    	"Iron, IVA-an"           	158500.0            	Found               	1781                	29.3                	105.3               	"(29.3, 105.3)"               	                    	                              
Longtian                                          	14696               	Valid                    	"Iron, IIIAB"            	350000.0            	Found               	1991                	27.35               	108.5               	"(27.35, 108.5)"              	                    	                              
Loreto                                            	14705               	Valid                    	"Iron, IIIAB"            	94800.0             	Found               	1896                	26.01667            	-111.36667          	"(26.01667, -111.36667)"      	                    	                              
Los Sauces                                        	14710               	Valid                    	Iron                     	997000.0            	Found               	1937                	-29.41667           	-66.85              	"(-29.41667, -66.85)"         	                    	                              
Los Vientos 002                                   	54617               	Valid                    	L6                       	30750.0             	Found               	2010                	-24.68333           	-69.76667           	"(-24.68333, -69.76667)"      	                    	                              
Lueders                                           	14750               	Valid                    	"Iron, IAB-MG"           	35400.0             	Found               	1973                	32.83611            	-99.60417           	"(32.83611, -99.60417)"       	23                  	796                           
Lutschaunig's Stone                               	14762               	Valid                    	L6                       	100000.0            	Found               	1861                	-27                 	-70                 	"(-27.0, -70.0)"              	                    	                              
Macy                                              	15378               	Valid                    	L6                       	42000.0             	Found               	1984                	34.21667            	-103.91667          	"(34.21667, -103.91667)"      	11                  	1987                          
Madoc                                             	15381               	Valid                    	"Iron, IIIAB"            	168000.0            	Found               	1854                	44.5                	-77.46667           	"(44.5, -77.46667)"           	                    	                              
Mafuta                                            	15384               	Valid                    	"Iron, IID"              	71500.0             	Found               	1984                	-16.9025            	30.40722            	"(-16.9025, 30.40722)"        	                    	                              
Magura                                            	15388               	Valid                    	"Iron, IAB-MG"           	150000.0            	Found               	1840                	49.33333            	19.48333            	"(49.33333, 19.48333)"        	                    	                              
Manitouwabing                                     	15406               	Valid                    	"Iron, IIIAB"            	39000.0             	Found               	1962                	45.44               	-79.87556           	"(45.44, -79.87556)"          	                    	                              
Manlai                                            	15407               	Valid                    	"Iron, ungrouped"        	166800.0            	Found               	1954                	44.33333            	106.5               	"(44.33333, 106.5)"           	                    	                              
Mapleton                                          	15410               	Valid                    	"Iron, IIIAB"            	49000.0             	Found               	1939                	42.18333            	-95.71667           	"(42.18333, -95.71667)"       	16                  	1833                          
Markovka                                          	15427               	Valid                    	H4                       	54200.0             	Found               	1967                	52.4                	79.8                	"(52.4, 79.8)"                	                    	                              
Marlow                                            	15428               	Valid                    	L5                       	68000.0             	Found               	1936                	34.6                	-97.91667           	"(34.6, -97.91667)"           	20                  	716                           
Mayfield                                          	15450               	Valid                    	H4                       	38400.0             	Found               	1972                	37.30833            	-97.545             	"(37.30833, -97.545)"         	17                  	1297                          
Mbosi                                             	15456               	Valid                    	"Iron, ungrouped"        	16000000.0          	Found               	1930                	-9.11667            	33.06667            	"(-9.11667, 33.06667)"        	                    	                              
McKinney                                          	15463               	Valid                    	L4                       	150000.0            	Found               	1870                	33.18333            	-96.71667           	"(33.18333, -96.71667)"       	23                  	3110                          
Melrose (a)                                       	15475               	Valid                    	L5                       	36400.0             	Found               	1933                	34.38333            	-103.61667          	"(34.38333, -103.61667)"      	11                  	3143                          
Merceditas                                        	15487               	Valid                    	"Iron, IIIAB"            	42900.0             	Found               	1884                	-26.33333           	-70.28333           	"(-26.33333, -70.28333)"      	                    	                              
Miami                                             	16630               	Valid                    	H5                       	57700.0             	Found               	1930                	35.66667            	-100.6              	"(35.66667, -100.6)"          	23                  	791                           
Miles                                             	16641               	Valid                    	"Iron, IIE"              	265000.0            	Found               	1992                	-27.83333           	150.33333           	"(-27.83333, 150.33333)"      	                    	                              
Millen                                            	16644               	Valid                    	H4                       	40800.0             	Found               	1975                	32.83528            	-81.87389           	"(32.83528, -81.87389)"       	31                  	1420                          
Mills                                             	16687               	Valid                    	H6                       	88000.0             	Found               	1970                	36.23               	-104.11889          	"(36.23, -104.11889)"         	11                  	2537                          
Mincy                                             	16694               	Valid                    	Mesosiderite-B4          	89400.0             	Found               	1857                	36.55               	-93.1               	"(36.55, -93.1)"              	18                  	2217                          
Molong                                            	16716               	Valid                    	"Pallasite, PMG"         	104000.0            	Found               	1912                	-33.28333           	148.88333           	"(-33.28333, 148.88333)"      	                    	                              
Mont Dieu                                         	16722               	Valid                    	"Iron, ungrouped"        	360000.0            	Found               	1994                	49.55               	4.86667             	"(49.55, 4.86667)"            	                    	                              
Moorumbunna                                       	16739               	Valid                    	"Iron, IIIAB"            	77000.0             	Found               	1943                	-28.91667           	136.25              	"(-28.91667, 136.25)"         	                    	                              
Morasko                                           	16741               	Valid                    	"Iron, IAB-MG"           	290000.0            	Found               	1914                	52.46667            	16.9                	"(52.46667, 16.9)"            	                    	                              
Morito                                            	16745               	Valid                    	"Iron, IIIAB"            	10100000.0          	Found               	1600                	27.05               	-105.43333          	"(27.05, -105.43333)"         	                    	                              
Morland                                           	16746               	Valid                    	H6                       	295000.0            	Found               	1890                	39.33333            	-100.06667          	"(39.33333, -100.06667)"      	17                  	1949                          
Moshesh                                           	16756               	Valid                    	H                        	200000.0            	Found               	None                	-30.1               	28.71667            	"(-30.1, 28.71667)"           	                    	                              
Mossgiel                                          	16758               	Valid                    	L4                       	32383.0             	Found               	1967                	-33.31667           	144.78333           	"(-33.31667, 144.78333)"      	                    	                              
Mount Dooling                                     	16771               	Valid                    	"Iron, IC"               	734000.0            	Found               	1909                	-29.45              	119.71667           	"(-29.45, 119.71667)"         	                    	                              
Mount Edith                                       	16773               	Valid                    	"Iron, IIIAB"            	326000.0            	Found               	1913                	-22.5               	116.16667           	"(-22.5, 116.16667)"          	                    	                              
Mount Joy                                         	16779               	Valid                    	"Iron, IIAB"             	384000.0            	Found               	1887                	39.78333            	-77.21667           	"(39.78333, -77.21667)"       	48                  	2454                          
Mount Padbury                                     	16785               	Valid                    	Mesosiderite-A1          	272000.0            	Found               	1964                	-25.66667           	118.1               	"(-25.66667, 118.1)"          	                    	                              
Mount Vernon                                      	16806               	Valid                    	"Pallasite, PMG"         	159000.0            	Found               	1868                	36.93333            	-87.4               	"(36.93333, -87.4)"           	36                  	1222                          
Mrirt                                             	16819               	Valid                    	Iron                     	79900.0             	Found               	1937                	33.13333            	-5.56667            	"(33.13333, -5.56667)"        	                    	                              
Mundrabilla                                       	16852               	Valid                    	"Iron, IAB-ung"          	24000000.0          	Found               	1911                	-30.78333           	127.55              	"(-30.78333, 127.55)"         	                    	                              
Mungindi                                          	16872               	Valid                    	"Iron, IAB-sLM"          	51300.0             	Found               	1897                	-28.93333           	148.95              	"(-28.93333, 148.95)"         	                    	                              
Muonionalusta                                     	16873               	Valid                    	"Iron, IVA"              	230000.0            	Found               	1906                	67.8                	23.1                	"(67.8, 23.1)"                	                    	                              
Murnpeowie                                        	16878               	Valid                    	"Iron, IC"               	1143000.0           	Found               	1909                	-29.58333           	139.9               	"(-29.58333, 139.9)"          	                    	                              
Nantan                                            	16906               	Valid                    	"Iron, IAB-MG"           	9500000.0           	Found               	1958                	25.1                	107.7               	"(25.1, 107.7)"               	                    	                              
Narraburra                                        	16915               	Valid                    	"Iron, IIIAB"            	32200.0             	Found               	1855                	-34.25              	147.7               	"(-34.25, 147.7)"             	                    	                              
Navajo                                            	16926               	Valid                    	"Iron, IIAB"             	2184000.0           	Found               	1921                	35.33333            	-109.5              	"(35.33333, -109.5)"          	7                   	985                           
Needles                                           	16936               	Valid                    	"Iron, IID"              	45300.0             	Found               	1962                	34.44417            	-114.8325           	"(34.44417, -114.8325)"       	8                   	78                            
Nelson County                                     	16942               	Valid                    	"Iron, IIIF"             	73030.0             	Found               	1856                	37.75               	-85.5               	"(37.75, -85.5)"              	36                  	254                           
Ness County (1894)                                	16946               	Valid                    	L6                       	82000.0             	Found               	1894                	38.5                	-99.6               	"(38.5, -99.6)"               	17                  	1251                          
Netscha�vo                                      	16949               	Valid                    	"Iron, IIE-an"           	250000.0            	Found               	1846                	54.23333            	35.15               	"(54.23333, 35.15)"           	                    	                              
Nicol�s Levalle                                 	52413               	Valid                    	L5                       	60000.0             	Found               	1956                	-38.85028           	-62.87889           	"(-38.85028, -62.87889)"      	                    	                              
North Chile                                       	17001               	Valid                    	"Iron, IIAB"             	300000.0            	Found               	1875                	-23                 	-69                 	"(-23.0, -69.0)"              	                    	                              
Northbranch                                       	17010               	Valid                    	H5                       	76000.0             	Found               	1972                	39.99167            	-98.34167           	"(39.99167, -98.34167)"       	17                  	1236                          
Northwest Africa 055                              	17065               	Valid                    	L4                       	42000.0             	Found               	None                	32.05               	-3.03333            	"(32.05, -3.03333)"           	                    	                              
Northwest Africa 1172                             	17130               	Valid                    	H5                       	120000.0            	Found               	2000                	                    	                    	                              	                    	                              
Northwest Africa 1397                             	30775               	Valid                    	L/LL6                    	40000.0             	Found               	2000                	                    	                    	                              	                    	                              
Northwest Africa 1430                             	17235               	Valid                    	"Iron, IIIAB"            	113000.0            	Found               	2001                	                    	                    	                              	                    	                              
Northwest Africa 1581                             	17340               	Valid                    	L6                       	50200.0             	Found               	2001                	31.38333            	-4.25               	"(31.38333, -4.25)"           	                    	                              
Northwest Africa 1778                             	17460               	Valid                    	L6                       	95000.0             	Found               	2002                	                    	                    	                              	                    	                              
Northwest Africa 1795                             	17478               	Valid                    	H5                       	33000.0             	Found               	2002                	                    	                    	                              	                    	                              
Northwest Africa 2239                             	17634               	Valid                    	L3-6                     	100000.0            	Found               	2002                	                    	                    	                              	                    	                              
Northwest Africa 267                              	17673               	Valid                    	H4                       	73900.0             	Found               	2000                	                    	                    	                              	                    	                              
Northwest Africa 2740                             	31146               	Valid                    	L5                       	53822.0             	Found               	None                	                    	                    	                              	                    	                              
Northwest Africa 2924                             	33374               	Valid                    	Mesosiderite             	180000.0            	Found               	2005                	                    	                    	                              	                    	                              
Northwest Africa 2965                             	33415               	Valid                    	EL6/7                    	100000.0            	Found               	2005                	                    	                    	                              	                    	                              
Northwest Africa 4037                             	34309               	Valid                    	L4-6                     	300000.0            	Found               	2005                	                    	                    	                              	                    	                              
Northwest Africa 4300                             	44898               	Valid                    	H5                       	45200.0             	Found               	2006                	                    	                    	                              	                    	                              
Northwest Africa 4493                             	44791               	Valid                    	LL5                      	56000.0             	Found               	2005                	                    	                    	                              	                    	                              
Northwest Africa 4502                             	45481               	Valid                    	CV3                      	100000.0            	Found               	2005                	0                   	0                   	"(0.0, 0.0)"                  	                    	                              
Northwest Africa 4526                             	44959               	Valid                    	H4                       	52850.0             	Found               	2006                	                    	                    	                              	                    	                              
Northwest Africa 4528                             	44961               	Valid                    	H5                       	239976.0            	Found               	2006                	                    	                    	                              	                    	                              
Northwest Africa 4544                             	45508               	Valid                    	E                        	200000.0            	Found               	2006                	                    	                    	                              	                    	                              
Northwest Africa 4561                             	45516               	Valid                    	E                        	200000.0            	Found               	2006                	                    	                    	                              	                    	                              
Northwest Africa 5460                             	49176               	Valid                    	H4                       	44400.0             	Found               	2006                	0                   	0                   	"(0.0, 0.0)"                  	                    	                              
Northwest Africa 5775                             	49455               	Valid                    	LL5                      	50000.0             	Found               	2006                	0                   	0                   	"(0.0, 0.0)"                  	                    	                              
Northwest Africa 5940                             	50826               	Valid                    	H5-6                     	151000.0            	Found               	2009                	0                   	0                   	"(0.0, 0.0)"                  	                    	                              
Northwest Africa 6203                             	51736               	Valid                    	"Iron, IAB-MG"           	35400.0             	Found               	2008                	30.51667            	-4.3                	"(30.51667, -4.3)"            	                    	                              
Northwest Africa 6411                             	52563               	Valid                    	L5                       	43000.0             	Found               	2006                	0                   	0                   	"(0.0, 0.0)"                  	                    	                              
